#{"t_start": 1781167132.070826, "env_id": "None"}
r,l,t
52.307268,187,333.48045
53.923563,159,334.115515
52.062554,222,334.918057
2.147844,300,337.738878
-1.180286,300,338.813571
53.187431,191,339.52561
-1.621412,300,340.48743
52.511116,211,341.257412
-1.3125,300,346.652185
-1.78087,300,347.794038
2.735906,300,348.639542
2.071239,300,349.685636
2.423577,300,352.491686
53.75334,164,353.047597
-1.936918,300,354.121324
2.029424,300,357.486183
-0.754833,300,358.477151
-1.396538,300,361.280796
1.329953,300,362.672392
-1.052944,300,363.877279
-1.216701,300,365.250351
52.262778,178,367.875993
-0.495468,300,371.522002
52.624854,187,372.116421
52.460598,173,372.654168
2.981534,300,373.693934
53.687628,169,374.277876
-1.691182,300,376.740289
-0.891099,300,377.739136
1.009169,300,378.587286
1.410531,300,381.946295
-0.753393,300,384.680453
0.730367,300,385.686761
51.957428,225,386.359307
0.764427,300,387.191151
53.565482,169,387.682556
1.140131,300,390.399904
2.844962,300,391.492868
-1.657983,300,394.88943
1.809568,300,395.853833
1.212372,300,398.608421
-1.410633,300,399.680736
53.60665,182,400.346467
-0.635783,300,401.420514
-1.170677,300,402.37746
1.307476,300,407.63444
52.001107,279,408.460174
-1.197156,300,409.458947
-1.828595,300,410.394383
0.758368,300,413.15647
1.425153,300,414.155943
1.277346,300,415.025613
-2.468067,300,418.392354
1.080745,300,421.099092
3.853305,300,422.146371
2.018124,300,423.185575
52.721975,194,423.87931
49.809007,263,424.69421
-1.288255,300,427.042554
-1.341833,300,430.585177
53.226555,156,431.356533
-1.08152,300,432.251381
53.881192,151,432.822737
-0.87884,300,435.668524
51.974117,185,436.268771
-1.265572,300,437.319743
1.35552,300,438.205204
-1.630586,300,443.347658
-2.030616,300,444.330125
-1.462089,300,445.399461
52.859255,171,446.112544
1.585985,300,447.043783
52.55551,183,449.374509
2.383603,300,450.232104
-0.9471,300,451.19645
53.004275,181,454.000786
1.480283,300,454.906086
-0.900534,300,457.583487
2.512985,300,458.62905
52.479743,208,459.296481
53.131601,175,460.083237
53.384802,166,460.574281
2.219658,300,463.587717
2.242265,300,467.060002
1.512861,300,467.988779
2.214504,300,468.943595
-1.570862,300,471.432912
53.940866,160,471.876905
-1.00883,300,473.087444
3.830765,300,474.168533
1.95486,300,475.258054
53.761638,138,478.355412
1.85525,300,481.027908
1.605721,300,482.06825
52.734007,179,482.70278
2.098912,300,483.758346
-1.168573,300,486.387595
-1.09412,300,487.51591
53.608331,172,488.190593
-0.963635,300,491.65979
-1.322449,300,492.688606
-3.377584,300,495.249802
-2.795498,300,496.352313
0.239425,300,497.392823
-1.109241,300,498.431869
1.572356,300,501.133626
-1.497963,300,504.423203
52.94518,168,505.051317
-1.378412,300,506.026538
-1.54803,300,506.960805
53.660756,180,509.279996
53.452726,180,509.85094
1.72623,300,510.909599
-1.38663,300,511.869812
-0.608602,300,516.776143
53.698866,166,517.523096
2.036403,300,518.523437
-2.13306,300,519.561122
53.859188,173,520.142807
0.511651,300,521.299239
53.751029,178,523.437943
53.165063,188,524.084894
2.488883,300,527.514605
1.126078,300,528.578362
0.604706,300,531.141362
-0.753041,300,532.001438
-1.499055,300,532.97999
53.182908,178,533.542932
-1.38955,300,534.558058
-0.895115,300,539.405375
2.359355,300,540.410882
53.959853,177,540.956245
53.642311,180,541.4812
-1.091643,300,542.453525
1.805645,300,544.82186
2.191684,300,545.800361
53.844541,161,546.304978
-1.989783,300,547.438557
-0.928355,300,550.853415
-1.73403,300,553.346308
2.854974,300,554.372691
53.244709,181,554.946234
-2.316678,300,555.878278
53.995272,171,556.490955
-1.100461,300,559.010228
1.827351,300,562.300267
1.547339,300,563.545523
-0.880561,300,564.738758
-1.175931,300,567.48849
2.958379,300,568.750097
0.796702,300,569.615609
-1.099161,300,570.639749
-1.227586,300,575.701557
-1.663801,300,576.985624
-1.02883,300,578.172434
-1.470939,300,579.229007
-1.344438,300,581.686952
0.791043,300,582.470224
-1.323453,300,583.358717
3.027831,300,586.737302
53.148365,208,587.485023
53.935293,294,590.103403
-2.47648,300,591.068508
-1.317185,300,592.125353
1.872028,300,592.964136
3.868101,300,595.433218
1.974973,300,598.778956
-1.158303,300,599.916812
-1.523467,300,601.068061
52.92428,174,603.495903
-0.834547,300,604.49925
52.923836,184,605.329548
2.663668,300,606.345539
-0.836557,300,607.276648
-0.938462,300,612.382233
2.859642,300,613.486256
-1.133086,300,614.492221
53.280105,151,615.144226
-0.845374,300,616.186214
1.57026,300,618.944399
-1.160991,300,619.913484
-1.07675,300,623.341086
-0.951374,300,624.229178
53.584149,132,626.298014
-1.506579,300,627.437751
-1.601696,300,628.410007
52.925033,166,628.970569
-0.561468,300,630.057636
-0.622128,300,632.671361
53.271529,154,635.566648
1.303861,300,636.576502
2.322587,300,637.579065
53.546253,156,638.149607
53.542116,158,638.636238
-1.291984,300,641.17806
52.784764,154,641.74183
53.249785,155,642.231235
53.541645,157,642.758179
-0.879791,300,646.201722
53.97336,143,646.699674
52.070138,172,648.695133
52.574175,158,649.153617
53.245021,180,649.816071
2.632287,300,650.828399
-1.426374,300,651.774956
53.406823,150,652.302032
-1.629584,300,654.746639
53.691985,166,655.31298
3.211515,300,658.882434
-2.1142,300,659.915709
-1.127288,300,662.44634
-0.893759,300,663.513797
1.436882,300,664.416797
-1.063949,300,665.494852
2.299893,300,668.052171
53.408618,144,670.940503
2.467147,300,671.898922
1.524114,300,672.804971
-2.240118,300,673.795274
2.77635,300,676.269848
53.892208,153,676.786644
1.435676,300,677.646794
1.602508,300,678.590233
53.87935,172,681.477558
-1.444352,300,684.003163
52.151158,278,684.832267
2.766941,300,685.819619
2.442671,300,686.681434
53.20567,173,687.302042
52.450445,217,689.563195
53.735887,154,690.04071
53.875171,162,690.54644
-1.018722,300,693.786399
-1.603034,300,694.735774
-1.534508,300,697.314778
-1.51095,300,698.609019
53.408417,164,699.193723
53.845234,153,699.793808
53.088969,183,700.424803
-1.682303,300,701.434224
-1.395044,300,706.576783
51.50394,198,707.238319
52.040986,157,707.737609
2.462168,300,708.598074
-1.698454,300,709.543862
2.935291,300,712.133703
53.832793,167,712.671767
-2.394899,300,713.740902
52.577141,169,716.801292
52.414695,177,717.291224
52.795205,225,719.7649
53.978257,162,720.193317
1.976255,300,721.090806
-2.122234,300,722.038377
-3.263102,300,722.994324
53.249745,175,725.214728
-1.522695,300,726.255423
2.730235,300,730.126694
-0.75801,300,731.448737
-1.225392,300,732.409168
2.418482,300,735.079332
53.834321,162,735.737795
-1.287842,300,736.88762
3.744194,300,738.285175
53.089192,165,741.259564
52.424423,193,743.316468
53.847089,158,743.766059
-0.935242,300,744.701597
53.284046,215,745.357471
-1.660173,300,746.270958
-0.996083,300,748.544933
53.220764,181,749.175284
1.52825,300,750.157966
-0.95561,300,753.604781
53.264492,223,754.45418
53.404096,160,756.751391
-2.749461,300,757.747746
1.862618,300,758.773186
2.660648,300,759.789654
3.778277,300,762.542891
2.504062,300,766.038405
53.986304,173,766.570186
2.773395,300,767.56161
-1.082019,300,768.526546
-1.658427,300,771.086623
2.63978,300,772.076493
-1.288835,300,773.068046
-0.689942,300,774.187881
0.95317,300,779.180295
53.019085,151,779.597365
53.505415,173,780.12963
1.957529,300,781.141318
52.944742,162,781.603031
-1.481577,300,782.498535
53.731745,169,784.764798
53.745817,173,785.292083
1.897208,300,786.14152
1.554372,300,789.732584
52.533718,196,790.576935
53.790756,138,791.002676
53.611234,199,793.297913
-0.883105,300,794.363133
53.63925,171,794.835843
53.327867,164,795.525523
-1.363726,300,796.667057
52.751239,173,798.744928
-1.544023,300,802.715584
53.936133,199,803.300131
-0.622609,300,804.345516
-1.001012,300,805.283712
53.807638,146,805.728503
-1.630169,300,808.183326
53.207677,217,808.79018
-1.541593,300,809.598291
-0.706467,300,812.927067
2.391631,300,815.406118
-1.353479,300,816.374173
53.32104,295,817.383695
3.585953,300,818.300695
53.305293,270,820.851178
53.883195,168,821.402181
-1.50524,300,824.693389
53.642217,161,825.253645
-1.325503,300,826.163766
-2.256386,300,828.769218
-0.899764,300,829.730505
-1.064105,300,830.620684
1.280182,300,831.459514
-2.257576,300,833.929893
53.674544,165,836.794968
53.966487,155,837.299858
53.673829,145,837.695065
53.838437,143,838.128484
53.795248,152,838.564836
54.126176,163,838.938524
2.886187,300,839.85572
1.046847,300,842.013555
2.70593,300,842.961526
53.73083,165,843.448776
1.036604,300,846.577177
52.444886,157,847.067315
4.277501,300,849.586146
0.975843,300,850.581651
2.252733,300,851.565612
53.617614,149,852.043896
-1.256149,300,854.717788
52.261605,171,855.313182
54.068593,160,855.917789
2.480931,300,859.306221
53.980795,121,859.768918
2.932581,300,860.942308
52.425434,167,862.903273
-0.659089,300,863.893948
-1.424368,300,864.841938
-0.952938,300,865.697145
53.735407,160,866.161543
52.171165,150,869.019523
53.070507,145,870.930554
-0.933392,300,871.935427
-1.511578,300,872.959724
-0.73115,300,874.063132
1.327171,300,876.418283
-2.801763,300,877.348267
1.754751,300,878.403395
2.541091,300,881.832023
-1.480702,300,884.529643
53.39907,163,885.030269
-2.161935,300,886.082028
53.970501,145,886.468032
-1.703649,300,887.578293
-1.561242,300,888.657049
1.203678,300,891.016923
-1.209206,300,894.327176
52.946137,270,895.247526
53.274805,243,895.987294
-1.372325,300,898.321006
2.474063,300,899.271996
-2.130764,300,900.335381
-1.239136,300,901.349234
53.074331,174,904.206327
53.400704,154,906.183646
53.630185,159,906.684298
53.19244,300,907.678598
-2.634122,300,908.646746
-1.162912,300,909.649867
-2.68487,300,911.846785
-1.14605,300,912.762029
2.457734,300,915.97232
2.3036,300,916.852439
-1.36071,300,919.139874
-1.348221,300,919.975135
1.721791,300,920.802202
-2.085145,300,921.541615
-1.325852,300,923.970264
53.664036,153,926.686451
2.939173,300,927.506277
53.963631,175,928.086173
52.718297,161,928.555842
-1.123658,300,929.529444
-3.527455,300,931.84758
53.75074,158,932.365453
51.657178,189,933.03331
-1.848486,300,933.931151
53.751876,154,936.711381
53.093559,200,938.671006
53.354913,176,939.223305
53.85296,162,939.671409
54.252073,159,940.189141
54.017975,158,940.824331
53.882721,170,941.350523
-1.098351,300,942.218037
-1.860593,300,944.568681
2.589468,300,945.42983
1.174152,300,948.524563
1.431603,300,949.423987
54.092587,201,951.402785
52.672977,163,951.833323
52.205466,163,952.305635
-1.419191,300,953.276929
2.598914,300,954.159533
-1.167563,300,956.432881
-1.821925,300,959.759962
-1.734099,300,960.578108
-1.399273,300,961.568127
-1.191214,300,962.72622
-1.205811,300,964.92512
53.387397,130,965.292981
2.362876,300,966.121786
53.318486,262,969.341509
-2.129807,300,971.798993
51.882145,182,972.320296
53.694261,147,972.93819
2.401956,300,973.908702
54.117668,174,974.49721
53.968857,157,975.032093
53.927314,165,975.574921
0.723955,300,978.26883
1.616735,300,981.655816
-2.022326,300,982.556751
53.718218,166,983.06838
53.678506,158,983.582605
3.174181,300,986.214052
53.384434,151,986.748224
3.410992,300,987.838314
53.653682,150,988.366867
1.495879,300,989.307377
2.533004,300,994.074482
-1.534317,300,994.973914
-1.270537,300,995.973656
-1.35825,300,996.838586
53.489767,153,997.401266
-1.221077,300,999.624514
53.644443,144,1000.062226
54.156418,164,1000.568037
-1.625483,300,1003.799778
0.903201,300,1004.682205
3.137904,300,1007.52832
-2.288844,300,1008.531906
-1.570062,300,1009.633052
1.692474,300,1010.551866
-1.535333,300,1013.535592
53.416348,154,1014.075876
53.343185,152,1017.70434
52.829184,174,1018.295786
-0.622382,300,1019.560989
-2.11068,300,1020.701885
53.073991,158,1022.814621
-1.394338,300,1023.984482
1.303556,300,1025.083553
52.087132,288,1026.084696
2.503278,300,1031.178365
54.252774,162,1031.906559
3.063583,300,1032.965279
52.812075,164,1033.438847
53.546275,150,1033.831273
2.906491,300,1034.587854
2.636866,300,1038.365845
53.839811,159,1038.778682
53.445751,171,1046.400704
2.439291,300,1050.196531
2.790338,300,1051.313036
1.173463,300,1053.991095
54.027823,162,1054.396515
-2.083274,300,1055.154889
53.442592,160,1055.596547
51.833585,242,1056.428629
53.596765,281,1059.266834
-1.363563,300,1068.260744
-1.394867,300,1069.427431
53.306646,149,1069.949244
-1.074259,300,1071.27146
3.677115,300,1155.0507
2.423055,300,1156.430812
53.463799,158,1156.898812
-1.981904,300,1157.667193
3.177711,300,1161.255207
53.433499,152,1163.353762
2.732518,300,1164.213913
-1.235404,300,1164.981229
-1.28181,300,1166.207798
-1.449642,300,1169.475037
53.682917,147,1169.847213
-1.643015,300,1170.633548
52.923765,164,1173.839381
53.970282,144,1174.186173
53.150577,162,1174.601141
-2.155074,300,1177.20797
-2.21318,300,1178.617747
-2.022446,300,1179.805465
53.927511,170,1180.277005
-1.498572,300,1181.458894
-1.470632,300,1186.416739
-2.286146,300,1187.569881
1.575057,300,1188.671464
-1.60361,300,1189.628835
2.318715,300,1191.881133
-1.559355,300,1192.984341
-3.663719,300,1194.101039
-1.071873,300,1197.804415
53.714254,162,1198.471671
54.050287,159,1200.729195
52.531625,161,1201.343099
53.786073,161,1201.941462
2.801511,300,1202.906956
-1.934989,300,1203.683834
0.803028,300,1206.037564
53.906952,163,1206.578636
1.420344,300,1210.030747
-1.364558,300,1211.108279
-1.021016,300,1212.051867
-1.210377,300,1214.722028
-2.042601,300,1215.77649
1.912904,300,1216.867248
54.027705,170,1217.434475
52.11434,191,1218.103557
-1.745121,300,1222.665863
-1.433496,300,1223.58485
52.239885,235,1224.313179
54.140557,219,1225.003534
-1.982149,300,1225.829792
2.741432,300,1228.021116
53.66463,156,1228.413078
2.112877,300,1229.403511
54.032044,165,1232.238626
53.326721,191,1232.73597
2.250607,300,1234.799425
54.244539,145,1235.157055
-1.74685,300,1235.871635
-1.638605,300,1236.595197
1.574022,300,1237.304613
53.147674,169,1239.083643
53.933924,174,1239.637943
53.654304,142,1242.234218
-1.022223,300,1243.354157
54.208581,152,1243.84975
2.975669,300,1244.930076
2.181751,300,1247.258969
54.082991,187,1247.8701
-2.342949,300,1248.806497
53.272481,155,1249.333543
51.696918,278,1250.202579
-1.686039,300,1254.534685
-1.362478,300,1255.576549
-2.211446,300,1256.446705
52.872548,178,1257.076949
-1.548851,300,1259.316311
1.280187,300,1260.513222
-1.644779,300,1261.717271
1.881876,300,1265.155615
53.617051,147,1265.778103
-3.220592,300,1268.19329
53.777351,190,1269.012823
-1.252695,300,1270.101459
53.839433,152,1270.694687
54.227701,157,1271.329351
2.866823,300,1272.561224
-1.776937,300,1277.209452
54.259564,145,1277.682554
-1.572317,300,1278.562218
-1.814785,300,1279.473887
53.065666,163,1279.96533
2.387611,300,1282.232025
-1.964751,300,1283.04525
53.974445,155,1283.501514
52.450498,163,1283.978986
53.871512,170,1284.466552
53.231734,161,1287.26878
54.014498,150,1289.140202
-1.004702,300,1290.159749
52.866109,141,1290.716092
53.201253,146,1291.334029
53.633334,295,1292.214928
-1.232087,300,1294.38419
-1.67987,300,1295.201914
-1.947432,300,1298.238138
53.097524,151,1298.689189
-1.878457,300,1299.554139
-1.386213,300,1301.891522
53.64239,155,1302.380918
-1.105651,300,1303.29714
-0.518289,300,1304.204968
2.989039,300,1305.080116
3.035271,300,1309.598614
53.779648,154,1310.231064
-1.16484,300,1311.373508
-1.410339,300,1312.495109
-0.598289,300,1314.844931
52.532443,159,1315.394913
-1.335772,300,1316.645353
53.12087,212,1317.461943
2.370935,300,1320.829317
53.427284,158,1321.504688
53.826308,143,1323.486458
54.257435,142,1324.060584
-1.540175,300,1325.079612
53.474689,155,1325.532552
53.336557,159,1325.991079
53.700932,152,1326.614206
53.695564,157,1327.181519
53.748707,168,1329.081751
-1.833876,300,1330.361561
-1.021837,300,1333.55538
-1.647364,300,1334.673332
-1.730924,300,1335.7922
-1.37302,300,1338.188717
3.842941,300,1339.13847
-1.871985,300,1339.920912
-1.608477,300,1340.892027
53.229067,156,1344.86589
-1.504915,300,1345.76121
-1.565569,300,1346.844523
-1.780336,300,1347.895687
-2.343998,300,1350.28094
-1.375749,300,1351.207123
1.624742,300,1352.36618
-1.102477,300,1356.903879
52.999771,165,1357.451709
-2.119103,300,1360.694974
53.934135,155,1361.559698
-1.729535,300,1362.905614
-1.485147,300,1364.498168
53.381149,176,1365.504875
-2.322413,300,1368.764228
-1.196498,300,1373.150581
-1.232027,300,1374.718165
-1.279995,300,1376.154265
54.042711,171,1376.842882
2.73376,300,1380.22217
-2.231714,300,1381.775554
53.815549,143,1382.580971
54.098789,163,1383.355113
53.331205,160,1384.329105
2.930002,300,1390.498685
-1.557831,300,1392.064256
-1.823328,300,1393.519375
-1.785993,300,1395.065326
-1.306642,300,1398.088025
53.631323,152,1399.005534
-1.516293,300,1400.635465
53.74311,146,1401.281278
54.155827,155,1404.857507
53.559701,150,1405.571181
-1.466813,300,1406.757872
2.826422,300,1409.609093
-1.278275,300,1411.049411
2.895384,300,1412.538934
53.872883,204,1413.645458
53.558206,127,1414.247787
53.857045,201,1416.877835
-1.547141,300,1421.091829
3.514214,300,1422.545766
54.241793,141,1423.255227
-2.022354,300,1424.702601
-1.074675,300,1428.044159
53.258326,172,1429.105803
2.2964,300,1430.701216
51.991689,147,1431.406237
53.782181,180,1432.423688
2.182716,300,1438.260868
-1.842914,300,1439.619009
53.917817,147,1440.357486
2.223925,300,1441.770468
-1.914933,300,1443.190737
53.92528,178,1445.631755
52.767017,167,1446.360385
54.3146,144,1447.120862
2.721539,300,1451.502364
-1.189529,300,1452.956474
-1.853383,300,1456.070295
54.1113,158,1456.838807
-1.421531,300,1458.446477
54.225813,152,1459.171001
-1.373837,300,1460.541675
53.068963,159,1461.432347
52.271561,175,1463.964076
52.094966,188,1467.810101
53.467189,155,1468.505192
2.740196,300,1469.506683
-1.405958,300,1470.872384
-1.196671,300,1473.798932
-1.22155,300,1475.314912
53.530402,200,1476.254212
2.672125,300,1477.914368
2.12262,300,1482.203337
52.85973,229,1484.684043
53.757426,146,1485.462588
54.070997,164,1486.24664
-1.591764,300,1487.8641
-1.506004,300,1489.436267
-1.856448,300,1492.48666
1.64791,300,1493.952847
53.273189,131,1494.537815
2.845133,300,1498.891615
54.138844,154,1499.663121
-1.530949,300,1500.889434
-1.501447,300,1503.792947
2.278321,300,1505.250089
53.685834,167,1506.036287
-1.44501,300,1507.390615
-1.911959,300,1513.339322
2.218397,300,1515.145711
2.270363,300,1516.948581
54.098281,135,1517.729756
2.396662,300,1519.273437
2.140514,300,1521.976347
54.009301,148,1522.612621
53.123475,149,1523.342562
53.035831,143,1523.944833
-0.872811,300,1528.367352
54.081198,146,1528.939145
2.765222,300,1531.655193
-0.885666,300,1533.036354
-1.06334,300,1534.399636
3.010222,300,1535.902512
-1.858775,300,1538.27661
53.373179,162,1538.864644
53.690802,146,1539.35428
53.569585,213,1543.025276
54.030032,153,1543.562196
-1.912924,300,1544.528315
1.120585,300,1547.246932
53.925154,151,1547.792002
53.174674,171,1548.696156
53.760326,143,1549.369284
-1.299598,300,1550.784785
53.388096,147,1551.446212
53.57314,159,1552.15134
53.899209,152,1557.055398
1.522162,300,1558.463928
-1.386951,300,1559.907235
54.040682,141,1560.615776
-1.920464,300,1562.288506
52.896474,163,1564.468117
-1.560451,300,1566.708791
1.439439,300,1568.505937
53.007218,149,1572.967584
53.78978,143,1573.563691
1.062165,300,1575.013336
52.98264,163,1577.435974
52.916761,118,1577.818822
54.084809,150,1578.432299
53.752568,162,1579.342204
53.331255,154,1580.096069
-1.360215,300,1581.833448
52.795619,172,1582.492467
53.355626,158,1584.894341
3.522445,300,1590.11022
53.814935,131,1591.057392
53.737911,147,1591.764544
2.241508,300,1593.118135
0.82778,300,1595.779969
52.935259,169,1596.568626
52.742043,175,1597.548027
54.136297,150,1598.410211
54.146082,146,1599.101783
2.181805,300,1600.801305
53.593722,189,1605.230488
54.319305,149,1607.623585
52.617862,149,1608.402018
54.088935,137,1609.208339
-0.906837,300,1610.406176
-1.710024,300,1611.867962
-1.352012,300,1613.330127
1.965404,300,1616.425899
-3.521712,300,1617.923273
53.279262,169,1622.414298
-1.598097,300,1623.826052
54.059386,154,1624.473233
54.128925,142,1626.549476
53.096999,158,1627.360857
53.755449,144,1628.182382
53.42302,154,1628.887293
-2.565595,300,1630.38646
-1.651918,300,1631.866278
53.489165,153,1633.993504
1.776541,300,1638.166284
54.189191,146,1638.80838
-1.371595,300,1640.259125
54.048788,152,1640.939114
53.980453,154,1641.760742
-1.695734,300,1644.489608
52.962536,155,1645.355972
52.907387,178,1646.208728
53.906878,179,1647.037133
2.644923,300,1648.775487
-1.189725,300,1654.590363
51.590534,269,1656.011621
1.744126,300,1657.236855
51.641836,262,1658.801256
-1.470095,300,1660.318489
54.301053,151,1662.345879
3.019278,300,1663.683595
52.32976,175,1664.569278
-1.324817,300,1668.828065
1.162092,300,1670.672885
53.788834,143,1673.248408
52.839266,155,1674.298191
53.768499,153,1675.386988
53.706868,144,1676.190591
1.375033,300,1677.716067
53.30387,159,1678.615957
53.305943,157,1679.550898
-1.297187,300,1685.596283
52.526128,160,1686.544505
3.226631,300,1687.65591
1.248047,300,1689.414808
53.372088,149,1690.314449
52.904185,158,1691.426483
53.100397,175,1694.059012
-3.328964,300,1695.411803
53.211244,152,1695.959841
53.806043,143,1697.053981
2.566308,300,1702.587027
-1.512719,300,1706.118582
53.599824,153,1706.978901
-1.600532,300,1708.797519
53.968575,150,1709.863666
-5.006354,300,1711.876814
1.148858,300,1714.950502
52.626058,146,1715.979204
-1.098724,300,1720.881702
3.251584,300,1722.324367
51.756274,154,1722.997866
53.397527,152,1723.664713
-1.352322,300,1726.945617
53.786947,145,1727.599052
53.24814,146,1728.152828
54.041579,176,1728.89046
-1.684735,300,1730.276464
-1.331943,300,1731.932741
53.934838,155,1737.760797
1.650249,300,1739.074362
53.304772,152,1739.788711
1.335226,300,1741.070899
54.12544,145,1741.591714
53.263586,151,1742.158926
-0.932044,300,1745.236831
-1.40516,300,1746.467817
53.533609,144,1747.01141
-0.940395,300,1750.772982
-2.204291,300,1751.724672
53.135845,132,1753.771982
-2.151725,300,1754.75349
53.998235,154,1755.31764
-1.260473,300,1756.538414
-1.298523,300,1757.628082
53.286578,163,1759.954
53.357539,148,1760.454236
2.540488,300,1764.112978
-2.034465,300,1765.07164
54.021226,140,1765.493276
-2.190668,300,1767.664213
54.329707,145,1768.145613
0.956298,300,1769.060446
53.137801,149,1769.565111
53.480057,171,1770.091301
-2.128099,300,1771.074894
53.643053,154,1774.229462
1.536155,300,1776.456641
53.845107,149,1776.926407
2.014745,300,1777.91695
54.106084,144,1778.354487
52.41456,161,1778.973405
54.089493,157,1779.925814
53.751191,141,1782.090403
53.038784,147,1782.805878
54.060197,156,1783.634896
54.080686,155,1784.564754
53.557714,199,1788.854959
