_step,train/loss,train/l1_loss,train/kld_loss
9200,0.09741167765110731,0.08149270713329315,0.0011273045092821121
9400,0.09582471139729024,0.08413437753915787,0.0012354031205177307
9600,0.09438244607299566,0.07725503295660019,0.0011168457567691803
9800,0.09325706794857978,0.08491567522287369,0.0008733104914426804
10000,0.09215319480746985,0.07969731837511063,0.001756216399371624
10000,0.09215319480746985,0.07969731837511063,0.001756216399371624
10200,0.09054338846355676,0.08162549138069153,0.0008373390883207321
10400,0.08989158939570188,0.07495839148759842,0.0018936097621917725
10600,0.08847618266940117,0.07626719027757645,0.0008418066427111626
10800,0.08796695172786713,0.07621242851018906,0.0011654682457447052
11000,0.08590971477329731,0.07546041905879974,0.0008503496646881104
11000,0.08590971477329731,0.07546041905879974,0.0008503496646881104
11200,0.08582096122205257,0.07712078094482422,0.0010112263262271881
11400,0.08431162312626839,0.07279504835605621,0.0007602991536259651
11600,0.08379105504602194,0.07529450953006744,0.0014104722067713737
11800,0.08311466254293919,0.0696568563580513,0.0005932692438364029
12000,0.081992197483778,0.07677124440670013,0.0007963832467794418
12000,0.081992197483778,0.07677124440670013,0.0007963832467794418
12200,0.08057753641158343,0.07702182233333588,0.0007159635424613953
12400,0.08062037657946348,0.06736660748720169,0.000661943107843399
12600,0.07957325477153063,0.07548248767852783,0.000777294859290123
12800,0.0785318198800087,0.07057353109121323,0.000592447817325592
13000,0.07757690247148276,0.07251454144716263,0.0009857695549726486
13000,0.07757690247148276,0.07251454144716263,0.0009857695549726486
13200,0.0771612447500229,0.0708487406373024,0.00042207352817058563
13400,0.07608868557959796,0.0703980103135109,0.0007040929049253464
13600,0.07612091168761254,0.06953493505716324,0.0004825182259082794
13800,0.07462464075535535,0.06623317301273346,0.00045088212937116623
14000,0.07470754101872444,0.0697571262717247,0.0005585206672549248
14000,0.07470754101872444,0.0697571262717247,0.0005585206672549248
14200,0.07416152529418468,0.06628496199846268,0.0006737355142831802
14400,0.07355090744793415,0.07303063571453094,0.0005279518663883209
14600,0.07340684231370688,0.066195547580719,0.000720679759979248
14800,0.07317859303206205,0.06440074741840363,0.0002818126231431961
15000,0.07167643632739783,0.06314948946237564,0.00042949430644512177
15000,0.07167643632739783,0.06314948946237564,0.00042949430644512177
15200,0.071522864010185,0.065428726375103,0.0005970243364572525
15400,0.07019733082503081,0.06726060807704926,0.00020970404148101807
15600,0.0708041775226593,0.06733762472867966,0.00036136992275714874
15800,0.06980828084051609,0.06685710698366165,0.0006237197667360306
16000,0.06949702706187963,0.06458072364330292,0.00044177472591400146
16000,0.06949702706187963,0.06458072364330292,0.00044177472591400146
16200,0.06854616988450289,0.06558232754468918,0.0005650520324707031
16400,0.06866572385653853,0.060425709933042526,0.00017891358584165573
16600,0.06804517844691872,0.0648866668343544,0.0004043225198984146
16800,0.06788279607892037,0.060151271522045135,0.0006561977788805962
17000,0.0673599941842258,0.06446927785873413,0.0005726777017116547
17000,0.0673599941842258,0.06446927785873413,0.0005726777017116547
17200,0.06741825312376022,0.059630535542964935,0.00023367535322904587
17400,0.0664549496769905,0.05971423164010048,0.0006773220375180244
17600,0.06620022434741259,0.060883812606334686,0.0004943758249282837
17800,0.06583663426339627,0.05980079621076584,0.0003215707838535309
18000,0.06541021313518286,0.061442792415618896,0.0003289729356765747
18000,0.06541021313518286,0.061442792415618896,0.0003289729356765747
18200,0.0654659034870565,0.06107005849480629,0.0004316503182053566
18400,0.06539755675941705,0.05966237187385559,0.00025041308254003525
18600,0.06407448040321469,0.060535550117492676,0.0003267582505941391
18800,0.06383710123598575,0.057866185903549194,0.00037659332156181335
19000,0.06397407248616219,0.0625896155834198,0.0004206830635666847
19000,0.06397407248616219,0.0625896155834198,0.0004206830635666847
19200,0.06370410287752748,0.05825004726648331,0.0003316272050142288
19400,0.06319084076210857,0.05976714566349983,0.000378929078578949
19600,0.06235397974029183,0.05929345265030861,0.00019272882491350174
19800,0.06253043824806809,0.05675191432237625,0.00044310279190540314
20000,0.06192656366154552,0.059292566031217575,0.00041656196117401123
20000,0.06192656366154552,0.059292566031217575,0.00041656196117401123
20200,0.061718577407300475,0.06334887444972992,2.8141774237155914e-05
20400,0.06172688545659184,0.056476809084415436,8.11377540230751e-05
20600,0.060913340840488675,0.058764539659023285,0.00024174991995096207
20800,0.060551766231656076,0.05608567222952843,0.00032013747841119766
21000,0.06068632865324616,0.062162186950445175,0.00023546256124973297
21000,0.06068632865324616,0.062162186950445175,0.00023546256124973297
21200,0.060178019646555184,0.05585474148392677,6.99404627084732e-05
21400,0.05968539046123624,0.056706059724092484,0.00025677960366010666
21600,0.059701163098216055,0.05199970304965973,0.0002577025443315506
21800,0.0598525357991457,0.05599305033683777,0.00030061881989240646
22000,0.05958658833056688,0.05968410521745682,0.00023846980184316635
22000,0.05958658833056688,0.05968410521745682,0.00023846980184316635
22200,0.05950338380411267,0.055612631142139435,0.00025351252406835556
22400,0.05922283336520195,0.05240562930703163,0.00036586448550224304
22600,0.05809323875233531,0.053332649171352386,0.0004484914243221283
22800,0.057759616933763025,0.05615659058094025,0.0002121608704328537
23000,0.05766848938539624,0.053000785410404205,0.00024866778403520584
23000,0.05766848938539624,0.053000785410404205,0.00024866778403520584
23200,0.058565160799771546,0.05410505831241608,0.0002704877406358719
23400,0.05798529889434576,0.05097676441073418,0.00012474972754716873
23600,0.05761387579143047,0.05765907093882561,0.00013250485062599182
23800,0.05703520901501179,0.05581782013177872,0.0002696700394153595
24000,0.0563390133343637,0.05219998210668564,0.00032013002783060074
24000,0.0563390133343637,0.05219998210668564,0.00032013002783060074
24200,0.05602072576060891,0.05457312986254692,0.00033116526901721954
24400,0.056801496651023624,0.05565992742776871,5.794130265712738e-05
24600,0.05607184756547213,0.05288519710302353,0.00031807925552129745
24800,0.056170545388013124,0.052015550434589386,0.00010060984641313553
25000,0.05575182229280472,0.052715640515089035,0.00034511927515268326
25000,0.05575182229280472,0.052715640515089035,0.00034511927515268326
