_step,train/losses_after_in_ep_bound,train/losses_after_forward,train/loss,train/losses_after_rm_padding
11200,0.024784250184893608,0.024784250184893608,0.024784250184893608,0.024784250184893608
11400,0.013318716548383236,0.014659449458122253,0.013891750946640968,0.013318716548383236
11600,0.019320158287882805,0.01942242681980133,0.020580727607011795,0.019320158287882805
11800,0.05122063308954239,0.051254261285066605,0.05193473398685455,0.05122063308954239
12000,0.011778653599321842,0.011778653599321842,0.011778653599321842,0.011778653599321842
12000,0.011778653599321842,0.011778653599321842,0.011778653599321842,0.011778653599321842
12200,0.03136735036969185,0.03167432174086571,0.03381924331188202,0.03136735036969185
12400,0.02864069677889347,0.02877550572156906,0.029450587928295135,0.02864069677889347
12600,0.018378159031271935,0.01875567063689232,0.019922124221920967,0.018378159031271935
12800,0.017559949308633804,0.01819908246397972,0.018411478027701378,0.017559949308633804
13000,0.01564135029911995,0.01564135029911995,0.0156413484364748,0.01564135029911995
13000,0.01564135029911995,0.01564135029911995,0.0156413484364748,0.01564135029911995
13200,0.03262118250131607,0.03265727311372757,0.03350057080388069,0.03262118250131607
13400,0.04452163726091385,0.044836778193712234,0.049059655517339706,0.04452163726091385
13600,0.017720887437462807,0.017944196239113808,0.01887710951268673,0.017720887437462807
13800,0.017687343060970306,0.017687343060970306,0.017687343060970306,0.017687343060970306
14000,0.018405955284833908,0.018865147605538368,0.019451472908258438,0.018405955284833908
14000,0.018405955284833908,0.018865147605538368,0.019451472908258438,0.018405955284833908
14200,0.008974844589829445,0.009000640362501144,0.00912309531122446,0.008974844589829445
14400,0.014404910616576672,0.01467489916831255,0.014888796024024487,0.014404910616576672
14600,0.009084361605346203,0.009084361605346203,0.009084361605346203,0.009084361605346203
14800,0.012005103752017021,0.012460770085453987,0.01280544325709343,0.012005103752017021
15000,0.010348459705710411,0.010348459705710411,0.010348459705710411,0.010348459705710411
15000,0.010348459705710411,0.010348459705710411,0.010348459705710411,0.010348459705710411
15200,0.02019459381699562,0.02147829346358776,0.02189115807414055,0.02019459381699562
15400,0.00955229252576828,0.011141163296997547,0.011011287569999695,0.00955229252576828
15600,0.014652255922555923,0.014723296277225018,0.01530261617153883,0.014652255922555923
15800,0.05237681046128273,0.05314749479293823,0.06216832250356674,0.05237681046128273
16000,0.013036700896918774,0.013222587294876575,0.01342260092496872,0.013036700896918774
16000,0.013036700896918774,0.013222587294876575,0.01342260092496872,0.013036700896918774
16200,0.008803161792457104,0.009131181985139847,0.009891193360090256,0.008803161792457104
16400,0.02371804788708687,0.02371804788708687,0.02371804788708687,0.02371804788708687
16600,0.007351296953856945,0.008470217697322369,0.008699759840965271,0.007351296953856945
16800,0.015020272694528103,0.015342671424150467,0.01583164371550083,0.015020272694528103
17000,0.01001100242137909,0.010507963597774506,0.011424824595451355,0.01001100242137909
17000,0.01001100242137909,0.010507963597774506,0.011424824595451355,0.01001100242137909
17200,0.019997671246528625,0.019998351112008095,0.020022697746753693,0.019997671246528625
17400,0.006739643402397633,0.007468773517757654,0.006930224597454071,0.006739643402397633
17600,0.01476588100194931,0.014778248965740204,0.014840081334114075,0.01476588100194931
17800,0.008042882196605206,0.00808048713952303,0.00820702314376831,0.008042882196605206
18000,0.054509833455085754,0.05835231766104698,0.06688322871923447,0.054509833455085754
18000,0.054509833455085754,0.05835231766104698,0.06688322871923447,0.054509833455085754
18200,0.011778543703258038,0.011927382089197636,0.011897518299520016,0.011778543703258038
18400,0.015573511831462383,0.019083252176642418,0.016927730292081833,0.015573511831462383
18600,0.01044184248894453,0.010730474255979061,0.01153794676065445,0.01044184248894453
18800,0.008745935745537281,0.009716344997286797,0.009813111275434494,0.008745935745537281
19000,0.01222841814160347,0.012554021552205086,0.01300895493477583,0.01222841814160347
19000,0.01222841814160347,0.012554021552205086,0.01300895493477583,0.01222841814160347
19200,0.008685155771672726,0.008729944936931133,0.009376686066389084,0.008685155771672726
19400,0.02463613450527191,0.025187615305185318,0.02634880505502224,0.02463613450527191
19600,0.009177708998322487,0.009177708998322487,0.009177708998322487,0.009177708998322487
19800,0.01860358938574791,0.018826641142368317,0.019556991755962372,0.01860358938574791
20000,0.005449251271784306,0.0054971990175545216,0.005683704279363155,0.005449251271784306
20000,0.005449251271784306,0.0054971990175545216,0.005683704279363155,0.005449251271784306
20200,0.011735854670405388,0.011768415570259094,0.011975361034274101,0.011735854670405388
20400,0.016877539455890656,0.016877539455890656,0.016877539455890656,0.016877539455890656
20600,0.011781229637563229,0.011837895028293133,0.012533222325146198,0.011781229637563229
20800,0.013284546323120594,0.013471798039972782,0.014498822391033173,0.013284546323120594
21000,0.0060462504625320435,0.006283705588430166,0.006635116878896952,0.0060462504625320435
21000,0.0060462504625320435,0.006283705588430166,0.006635116878896952,0.0060462504625320435
21200,0.006283793598413467,0.006352056749165058,0.006597158499062061,0.006283793598413467
21400,0.008684038184583187,0.00872568879276514,0.009189457632601261,0.008684038184583187
21600,0.01441071555018425,0.01564588025212288,0.015792565420269966,0.01441071555018425
21800,0.015263818204402924,0.01544107124209404,0.016088346019387245,0.015263818204402924
22000,0.020761677995324135,0.020761677995324135,0.020761677995324135,0.020761677995324135
22000,0.020761677995324135,0.020761677995324135,0.020761677995324135,0.020761677995324135
22200,0.014103819616138935,0.014239098876714706,0.01526800449937582,0.014103819616138935
22400,0.008091200143098831,0.008114582858979702,0.00828804075717926,0.008091200143098831
22600,0.005176562815904617,0.005224620923399925,0.005371271166950464,0.005176562815904617
22800,0.012472705915570259,0.013627074658870697,0.012941847555339336,0.012472705915570259
23000,0.017032014206051826,0.017498161643743515,0.017952056601643562,0.017032014206051826
23000,0.017032014206051826,0.017498161643743515,0.017952056601643562,0.017032014206051826
23200,0.00748006347566843,0.0075225504115223885,0.007652238942682743,0.00748006347566843
23400,0.006657998543232679,0.0068848030641674995,0.006855082232505083,0.006657998543232679
23600,0.006477519869804382,0.014608513563871384,0.007088940590620041,0.006477519869804382
23800,0.016361860558390617,0.016361860558390617,0.016361860558390617,0.016361860558390617
24000,0.007607305888086557,0.008151214569807053,0.008731484413146973,0.007607305888086557
24000,0.007607305888086557,0.008151214569807053,0.008731484413146973,0.007607305888086557
24200,0.01764689013361931,0.017908267676830292,0.01833443157374859,0.01764689013361931
24400,0.01122017577290535,0.011294220574200153,0.01156719122081995,0.01122017577290535
24600,0.008826017379760742,0.00886316504329443,0.009352071210741997,0.008826017379760742
24800,0.005729666445404291,0.006204123608767986,0.006219447590410709,0.005729666445404291
25000,0.012097816914319992,0.012148433364927769,0.012601892463862896,0.012097816914319992
25000,0.012097816914319992,0.012148433364927769,0.012601892463862896,0.012097816914319992
