_step,train/losses_after_forward,train/losses_after_rm_padding,train/losses_after_in_ep_bound,train/loss
8600,0.047346021980047226,0.046378131955862045,0.046378131955862045,0.05153125524520874
8800,0.020094528794288635,0.019535230472683907,0.019535230472683907,0.02213623747229576
9000,0.029173363000154495,0.028940996155142784,0.028940996155142784,0.029049932956695557
9000,0.029173363000154495,0.028940996155142784,0.028940996155142784,0.029049932956695557
9200,0.03455771878361702,0.03253008425235748,0.03253008425235748,0.03589526563882828
9400,0.020127736032009125,0.020034877583384514,0.020034877583384514,0.020085090771317482
9600,0.01023225486278534,0.009996184147894382,0.009996184147894382,0.010522298514842987
9800,0.01950494572520256,0.018677057698369026,0.018677057698369026,0.01930445060133934
10000,0.02498677559196949,0.023166697472333908,0.023166697472333908,0.02566947042942047
10000,0.02498677559196949,0.023166697472333908,0.023166697472333908,0.02566947042942047
10200,0.033052958548069,0.03169235959649086,0.03169235959649086,0.03394094482064247
10400,0.026180356740951538,0.025760475546121597,0.025760475546121597,0.027009671553969383
10600,0.019339758902788162,0.01767558418214321,0.01767558418214321,0.020057400688529015
10800,0.05577794462442398,0.055181123316287994,0.055181123316287994,0.05645127594470978
11000,0.0634651705622673,0.06336262077093124,0.06336262077093124,0.0660027265548706
11000,0.0634651705622673,0.06336262077093124,0.06336262077093124,0.0660027265548706
11200,0.02404993772506714,0.023510504513978958,0.023510504513978958,0.02491179294884205
11400,0.011601019650697708,0.01142857875674963,0.01142857875674963,0.011967098340392113
11600,0.01644766703248024,0.015654971823096275,0.015654971823096275,0.015893371775746346
11800,0.05132810026407242,0.05132810026407242,0.05132810026407242,0.05132810026407242
12000,0.012590297497808933,0.012590297497808933,0.012590297497808933,0.012590297497808933
12000,0.012590297497808933,0.012590297497808933,0.012590297497808933,0.012590297497808933
12200,0.014634016901254654,0.014634016901254654,0.014634016901254654,0.01463401596993208
12400,0.025767384096980095,0.02526092529296875,0.02526092529296875,0.027569904923439026
12600,0.018899647518992424,0.018879275768995285,0.018879275768995285,0.019021939486265182
12800,0.01291572768241167,0.01255462970584631,0.01255462970584631,0.01309478934854269
13000,0.013414483517408371,0.012760788202285767,0.012760788202285767,0.014257863163948059
13000,0.013414483517408371,0.012760788202285767,0.012760788202285767,0.014257863163948059
13200,0.034726694226264954,0.03428523242473602,0.03428523242473602,0.03757285699248314
13400,0.04475443810224533,0.04475443810224533,0.04475443810224533,0.04475443437695503
13600,0.012223832309246063,0.011216852813959122,0.011216852813959122,0.013061837293207645
13800,0.016388896852731705,0.016388896852731705,0.016388896852731705,0.016388896852731705
14000,0.015085087157785892,0.014716671779751778,0.014716671779751778,0.015230707824230194
14000,0.015085087157785892,0.014716671779751778,0.014716671779751778,0.015230707824230194
14200,0.007414183579385281,0.007052470929920673,0.007052470929920673,0.00795765407383442
14400,0.012384925968945026,0.011289862915873528,0.011289862915873528,0.012847638688981533
14600,0.006515427492558956,0.006283152382820845,0.006283152382820845,0.006419567856937647
14800,0.012012440711259842,0.011606693267822266,0.011606693267822266,0.012463563121855259
15000,0.008897216059267521,0.007838680408895016,0.007838680408895016,0.009677383117377758
15000,0.008897216059267521,0.007838680408895016,0.007838680408895016,0.009677383117377758
15200,0.022103767842054367,0.022103767842054367,0.022103767842054367,0.022103767842054367
15400,0.012620466761291027,0.011694549582898617,0.011694549582898617,0.012025242671370506
15600,0.007721819914877415,0.006852288264781237,0.006852288264781237,0.008049678057432175
15800,0.03934040293097496,0.03926784172654152,0.03926784172654152,0.039815302938222885
16000,0.013189657591283321,0.011362733319401741,0.011362733319401741,0.013899367302656174
16000,0.013189657591283321,0.011362733319401741,0.011362733319401741,0.013899367302656174
16200,0.008947388269007206,0.008947388269007206,0.008947388269007206,0.008947388269007206
16400,0.019772011786699295,0.019296150654554367,0.019296150654554367,0.02039223350584507
16600,0.00786079466342926,0.007597260642796755,0.007597260642796755,0.00808219239115715
16800,0.01612592115998268,0.01612592115998268,0.01612592115998268,0.01612592115998268
17000,0.016271274536848068,0.014865783043205738,0.014865783043205738,0.015920517966151237
17000,0.016271274536848068,0.014865783043205738,0.014865783043205738,0.015920517966151237
17200,0.018496016040444374,0.017637278884649277,0.017637278884649277,0.02084168791770935
17400,0.01134108379483223,0.01134108379483223,0.01134108379483223,0.01134108379483223
17600,0.015811733901500702,0.013511700555682182,0.013511700555682182,0.014528710395097733
17800,0.010350816883146763,0.008489806205034256,0.008489806205034256,0.011915517039597034
18000,0.055342283099889755,0.04029737040400505,0.04029737040400505,0.04929341748356819
18000,0.055342283099889755,0.04029737040400505,0.04029737040400505,0.04929341748356819
18200,0.012916122563183308,0.012773407623171806,0.012773407623171806,0.013236691243946552
18400,0.033595867455005646,0.032572027295827866,0.032572027295827866,0.03465109318494797
18600,0.011950251646339893,0.011698358692228794,0.011698358692228794,0.011906726285815239
18800,0.015004444867372513,0.014327405951917171,0.014327405951917171,0.014847052283585072
19000,0.012987857684493065,0.012890351004898548,0.012890351004898548,0.013462507165968418
19000,0.012987857684493065,0.012890351004898548,0.012890351004898548,0.013462507165968418
19200,0.006998632103204727,0.006227035075426102,0.006227035075426102,0.007525118067860603
19400,0.028969526290893555,0.028969526290893555,0.028969526290893555,0.028969526290893555
19600,0.011527239345014095,0.010391169227659702,0.010391169227659702,0.011943872086703777
19800,0.024884596467018127,0.023145483806729317,0.023145483806729317,0.02498837560415268
20000,0.00813758373260498,0.007817036472260952,0.007817036472260952,0.008697675541043282
20000,0.00813758373260498,0.007817036472260952,0.007817036472260952,0.008697675541043282
