epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,387.058,4.61116,22.6723,0.73235,0,0,0,0,4.96798,36.4608,0.83012,0.00066,0.00066,0.00066
